chr,start,end,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_name,gene_type
chr12,102569674,102569686,0.51,0.33,0.26,chr12,102566582,102706930,Itpk1,protein_coding
chr12,102694402,102694568,0.82,0.7,0.62,chr12,102671017,102729333,Gm21971,processed_transcript
chr12,102694402,102694568,0.82,0.7,0.62,chr12,102566582,102706930,Itpk1,protein_coding
chr12,103129175,103129186,0.79,0.68,0.52,chr12,103126189,103130350,Gm27976,misc_RNA
chr12,103129175,103129186,0.79,0.68,0.52,chr12,102946859,103186065,Unc79,protein_coding
chr12,103195927,103195947,0.58,0.43,0.3,chr12,103194908,103244150,Prima1,protein_coding
chr12,103356594,103356597,0.43,0.31,0.2,chr12,103319142,103358001,Asb2,protein_coding
chr12,103398805,103399173,0.42,0.31,0.22,chr12,103386682,103408350,Otub2,protein_coding
chr12,104028077,104028492,0.63,0.39,0.27,chr12,104026769,104046443,Serpina12,protein_coding
chr12,104689170,104689230,0.74,0.66,0.52,chr12,104685742,104753952,Dicer1,protein_coding
chr12,105007766,105007814,0.74,0.54,0.44,chr12,104927949,105011809,Syne3,protein_coding
chr12,105036675,105036735,0.74,0.57,0.44,chr12,105030689,105042910,Glrx5,protein_coding
chr12,105617451,105617535,0.65,0.57,0.42,chr12,105611539,105687241,Atg2b,protein_coding
chr12,105701400,105701455,0.79,0.68,0.57,chr12,105683352,105705047,Gskip,protein_coding
chr12,105832600,105832641,0.54,0.34,0.27,chr12,105782694,105840944,Papola,protein_coding
chr12,105832689,105833038,0.6,0.39,0.32,chr12,105782694,105840944,Papola,protein_coding
chr12,106052317,106052465,0.59,0.43,0.32,chr12,106008263,106079410,Vrk1,protein_coding
chr12,106460980,106460983,0.75,0.61,0.47,chr12,106457150,106461495,Gm3191,processed_pseudogene
chr12,108352972,108352988,0.48,0.63,0.69,chr12,108332377,108364231,Cyp46a1,protein_coding
chr12,108915017,108915037,0.45,0.31,0.21,chr12,108892272,109030452,Wdr25,protein_coding
chr12,108917512,108917563,0.57,0.78,0.75,chr12,108892272,109030452,Wdr25,protein_coding
chr12,110550736,110550757,0.82,0.67,0.6,chr12,110483739,110585061,Ppp2r5c,protein_coding
chr12,110553470,110553677,0.66,0.52,0.35,chr12,110483739,110585061,Ppp2r5c,protein_coding
chr12,110613340,110613395,0.48,0.37,0.27,chr12,110599452,110668945,Dync1h1,protein_coding
chr12,110636574,110636583,0.66,0.52,0.45,chr12,110599452,110668945,Dync1h1,protein_coding
chr12,110650012,110650296,0.64,0.49,0.4,chr12,110599452,110668945,Dync1h1,protein_coding
chr12,110703350,110703488,0.75,0.62,0.52,chr12,110688605,110704728,Hsp90aa1,protein_coding
chr12,110866338,110866349,0.54,0.36,0.23,chr12,110848279,110871998,Zfp839,protein_coding
chr12,110932919,110933148,0.43,0.34,0.23,chr12,110887264,110974394,Tecpr2,protein_coding
chr12,110946508,110946553,0.63,0.5,0.42,chr12,110887264,110974394,Tecpr2,protein_coding
chr12,111078151,111078157,0.59,0.47,0.33,chr12,111037351,111117901,Rcor1,protein_coding
chr12,111250299,111250357,0.59,0.39,0.32,chr12,111164370,111269153,Traf3,protein_coding
chr12,111353474,111353477,0.43,0.31,0.23,chr12,111290972,111379718,Cdc42bpb,protein_coding
chr12,111772897,111772922,0.75,0.57,0.51,chr12,111756849,111809844,Klc1,protein_coding
chr12,112501845,112501887,0.7,0.61,0.49,chr12,112487448,112501927,A530016L24Rik,protein_coding
chr12,112501845,112501887,0.7,0.61,0.49,chr12,112498184,112513160,Tmem179,protein_coding
chr12,112506506,112506524,0.83,0.74,0.63,chr12,112498184,112513160,Tmem179,protein_coding
chr12,112741433,112741457,0.65,0.45,0.34,chr12,112720174,112748591,Cep170b,protein_coding
chr12,113023259,113023303,0.56,0.43,0.32,chr12,113012508,113076401,Pacs2,protein_coding
chr12,113048422,113048483,0.53,0.65,0.74,chr12,113012508,113076401,Pacs2,protein_coding
chr12,113425512,113425744,0.77,0.64,0.53,chr12,113422645,113426722,Gm25747,miRNA
chr12,113425512,113425744,0.77,0.64,0.53,chr12,113422749,113426818,Gm24022,miRNA
chr12,113425512,113425744,0.77,0.64,0.53,chr12,113423150,113427227,Gm22175,miRNA
chr12,113430695,113430708,0.74,0.58,0.35,chr12,113427085,113431132,Ighj3,IG_J_gene
chr12,113430695,113430708,0.74,0.58,0.35,chr12,113427468,113431567,Ighj2,IG_J_gene
chr12,113430695,113430708,0.74,0.58,0.35,chr12,113427781,113431833,Ighj1,IG_J_gene
chr12,113430695,113430708,0.74,0.58,0.35,chr12,113428528,113432538,Ighd4-1,IG_D_gene
chr12,117127571,117127719,0.37,0.24,0.16,chr12,116483720,117278849,Ptprn2,protein_coding
chr12,117557109,117557274,0.57,0.47,0.36,chr12,117514479,117758978,Rapgef5,protein_coding
chr12,117755571,117755712,0.78,0.68,0.56,chr12,117514479,117758978,Rapgef5,protein_coding
chr12,119215453,119215482,0.82,0.66,0.59,chr12,119156022,119240802,Itgb8,protein_coding
chr13,5866150,5866406,0.68,0.48,0.39,chr13,5859489,5872393,Klf6,protein_coding
chr13,6618696,6618787,0.67,0.53,0.42,chr13,6577768,6650777,Pfkp,protein_coding
chr13,9284429,9284458,0.49,0.41,0.29,chr13,9274528,9670928,Dip2c,protein_coding
chr13,9593864,9594026,0.64,0.5,0.37,chr13,9274528,9670928,Dip2c,protein_coding
chr13,9636132,9636164,0.55,0.43,0.3,chr13,9274528,9670928,Dip2c,protein_coding
chr13,11772305,11772454,0.65,0.44,0.34,chr13,11551103,12108945,Ryr2,protein_coding
chr13,11808137,11808151,0.67,0.51,0.42,chr13,11551103,12108945,Ryr2,protein_coding
chr13,11925853,11925904,0.66,0.47,0.4,chr13,11551103,12108945,Ryr2,protein_coding
chr13,12203909,12204001,0.61,0.46,0.36,chr13,12184542,12260113,Mtr,protein_coding
chr13,12204644,12204923,0.61,0.46,0.36,chr13,12184542,12260113,Mtr,protein_coding
chr13,12276280,12276297,0.83,0.67,0.6,chr13,12267426,12342760,Actn2,protein_coding
chr13,12278782,12278858,0.87,0.76,0.62,chr13,12267426,12342760,Actn2,protein_coding
chr13,12323147,12323182,0.54,0.4,0.28,chr13,12267426,12342760,Actn2,protein_coding
chr13,12324110,12324178,0.56,0.46,0.35,chr13,12267426,12342760,Actn2,protein_coding
chr13,13459904,13459919,0.76,0.5,0.42,chr13,13435602,13514275,Nid1,protein_coding
chr13,13486086,13486105,0.29,0.52,0.47,chr13,13435602,13514275,Nid1,protein_coding
chr13,13670102,13670335,0.72,0.67,0.51,chr13,13588409,13779440,Lyst,protein_coding
chr13,14441883,14441894,0.77,0.68,0.53,chr13,14224438,14525226,Hecw1,protein_coding
chr13,19120246,19120384,0.71,0.62,0.49,chr13,18946371,19152913,Amph,protein_coding
chr13,19367812,19367817,0.37,0.17,0.12,chr13,19355677,19397752,Stard3nl,protein_coding
chr13,19770278,19770581,0.48,0.33,0.26,chr13,19747682,19826257,Gpr141,protein_coding
chr13,20119260,20119308,0.7,0.61,0.49,chr13,20088596,20608528,Elmo1,protein_coding
chr13,20211927,20212144,0.44,0.26,0.18,chr13,20088596,20608528,Elmo1,protein_coding
chr13,20290748,20290770,0.91,0.76,0.71,chr13,20088596,20608528,Elmo1,protein_coding
chr13,20304567,20304667,0.69,0.56,0.46,chr13,20088596,20608528,Elmo1,protein_coding
chr13,20556155,20556349,0.45,0.23,0.2,chr13,20088596,20608528,Elmo1,protein_coding
chr13,23598594,23598619,0.31,0.53,0.41,chr13,23581742,23623124,Hist1h2be,protein_coding
chr13,24875551,24875642,0.8,0.63,0.59,chr13,24843135,24903270,D130043K22Rik,protein_coding
chr13,24933997,24934095,0.83,0.72,0.57,chr13,24905579,24939661,Aldh5a1,protein_coding
chr13,24943201,24943206,0.8,0.67,0.53,chr13,24935401,24943417,9330162012Rik,processed_transcript
chr13,24943201,24943206,0.8,0.67,0.53,chr13,24941152,24992753,Gpld1,protein_coding
chr13,24949028,24949056,0.69,0.42,0.36,chr13,24941152,24992753,Gpld1,protein_coding
chr13,24978214,24978678,0.76,0.6,0.46,chr13,24941152,24992753,Gpld1,protein_coding
chr13,25113884,25113943,0.74,0.63,0.54,chr13,25054004,25212706,Dcdc2a,protein_coding
chr13,28848437,28848453,0.73,0.66,0.52,chr13,28458034,28887620,2610307P16Rik,processed_transcript
chr13,29429416,29429720,0.73,0.64,0.51,chr13,29189746,29857674,Cdkal1,protein_coding
chr13,29628736,29628809,0.39,0.26,0.16,chr13,29189746,29857674,Cdkal1,protein_coding
chr13,30863854,30863966,0.62,0.42,0.35,chr13,30811919,30976047,Exoc2,protein_coding
chr13,31929290,31929384,0.55,0.41,0.32,chr13,31817579,32340712,Gmds,protein_coding
chr13,32722021,32722052,0.46,0.28,0.17,chr13,32698827,32785954,Mylk4,protein_coding
chr13,32820372,32820490,0.83,0.71,0.6,chr13,32800038,32824609,Wrnip1,protein_coding
chr13,34050588,34050715,0.62,0.38,0.3,chr13,34035641,34076074,Bphl,protein_coding
chr13,34281430,34281607,0.68,0.53,0.43,chr13,34177158,34347182,Slc22a23,protein_coding
chr13,35826642,35826788,0.84,0.71,0.62,chr13,35657862,35876064,Cdyl,protein_coding
chr13,36028129,36028172,0.54,0.4,0.25,chr13,35976797,36119357,Lyrm4,protein_coding
chr13,36203157,36203321,0.64,0.48,0.4,chr13,36115411,36539592,Fars2,protein_coding
chr13,36214244,36214389,0.81,0.57,0.58,chr13,36115411,36539592,Fars2,protein_coding
chr13,36308980,36309154,0.74,0.63,0.54,chr13,36115411,36539592,Fars2,protein_coding
chr13,36366444,36366452,0.63,0.51,0.4,chr13,36115411,36539592,Fars2,protein_coding
chr13,36504256,36504292,0.7,0.57,0.44,chr13,36115411,36539592,Fars2,protein_coding
chr13,37010579,37010956,0.69,0.53,0.45,chr13,36865178,37052244,F13a1,protein_coding
chr13,37019612,37019643,0.82,0.58,0.49,chr13,36865178,37052244,F13a1,protein_coding
chr13,37364485,37364517,0.47,0.33,0.24,chr13,37343345,37421036,Ly86,protein_coding
chr13,37375060,37375121,0.74,0.57,0.45,chr13,37343345,37421036,Ly86,protein_coding
chr13,37907318,37907333,0.58,0.54,0.35,chr13,37776400,37954002,Rreb1,protein_coding
chr13,37936445,37936600,0.51,0.37,0.3,chr13,37776400,37954002,Rreb1,protein_coding
chr13,37943269,37943280,0.68,0.56,0.45,chr13,37776400,37954002,Rreb1,protein_coding
chr13,38025231,38025343,0.72,0.61,0.48,chr13,38004052,38039069,Cage1,protein_coding
chr13,38030492,38030648,0.48,0.28,0.2,chr13,38004052,38039069,Cage1,protein_coding
chr13,38062698,38062765,0.82,0.7,0.58,chr13,38034989,38063433,Riok1,protein_coding
chr13,38228346,38228374,0.37,0.22,0.14,chr13,38202939,38229663,Snrnp48,protein_coding
chr13,38603034,38603145,0.63,0.51,0.39,chr13,38600709,38637109,Bloc1s5,protein_coding
chr13,38603185,38603280,0.67,0.53,0.36,chr13,38600709,38637109,Bloc1s5,protein_coding
chr13,40953339,40953435,0.55,0.39,0.23,chr13,40857768,40962891,Gcnt2,protein_coding
chr13,41204377,41204424,0.79,0.68,0.57,chr13,41180495,41222405,Elovl2,protein_coding
chr13,41823297,41823418,0.54,0.32,0.29,chr13,41761148,41849684,Adtrp,protein_coding
chr13,42697215,42697265,0.61,0.49,0.38,chr13,42678623,43140526,Phactr1,protein_coding
chr13,42931105,42931199,0.49,0.33,0.24,chr13,42678623,43140526,Phactr1,protein_coding
chr13,43412483,43412628,0.47,0.28,0.24,chr13,43400673,43482973,Ranbp9,protein_coding
chr13,44961429,44961449,0.73,0.61,0.5,chr13,44920079,45004096,Dtnbp1,protein_coding
chr13,45665468,45665532,0.58,0.48,0.36,chr13,45547758,45966991,Atxn1,protein_coding
chr13,45928470,45928564,0.83,0.71,0.61,chr13,45547758,45966991,Atxn1,protein_coding
chr13,46432976,46433086,0.55,0.38,0.28,chr13,46416300,46433090,Rbm24,protein_coding
chr13,46510558,46510730,0.54,0.41,0.28,chr13,46499848,46651642,Cap2,protein_coding
chr13,46586168,46586749,0.54,0.43,0.34,chr13,46499848,46651642,Cap2,protein_coding
chr13,46626744,46626808,0.45,0.29,0.23,chr13,46499848,46651642,Cap2,protein_coding
chr13,46626943,46626958,0.43,0.23,0.23,chr13,46499848,46651642,Cap2,protein_coding
chr13,46840839,46840991,0.83,0.78,0.62,chr13,46747087,46931718,Kif13a,protein_coding
chr13,47009143,47009251,0.61,0.52,0.36,chr13,47008673,47013195,2010001K21Rik,pseudogene
chr13,47125176,47125261,0.32,0.53,0.43,chr13,47120720,47249991,Rnf144b,protein_coding
chr13,47148828,47148849,0.4,0.22,0.13,chr13,47120720,47249991,Rnf144b,protein_coding
chr13,48512762,48512767,0.68,0.5,0.48,chr13,48511570,48516859,A830005F24Rik,protein_coding
chr13,48512762,48512767,0.68,0.5,0.48,chr13,48485647,48515451,Zfp169,protein_coding
chr13,48595120,48595142,0.58,0.47,0.32,chr13,48575873,48627573,Ptpdc1,protein_coding
chr13,48603045,48603074,0.73,0.52,0.4,chr13,48575873,48627573,Ptpdc1,protein_coding
chr13,48609159,48609273,0.47,0.3,0.2,chr13,48575873,48627573,Ptpdc1,protein_coding
chr13,48614680,48614809,0.59,0.51,0.37,chr13,48575873,48627573,Ptpdc1,protein_coding
chr13,49427078,49427158,0.69,0.58,0.46,chr13,49419311,49464990,Ippk,protein_coding
chr13,49600469,49600809,0.53,0.35,0.26,chr13,49462027,49654746,Cenpp,protein_coding
chr13,49609902,49609997,0.87,0.71,0.63,chr13,49606071,49626500,Ogn,protein_coding
chr13,49609902,49609997,0.87,0.71,0.63,chr13,49462027,49654746,Cenpp,protein_coding
chr13,52619374,52619516,0.63,0.49,0.4,chr13,52581173,52650792,Syk,protein_coding
chr13,52863939,52863954,0.87,0.78,0.66,chr13,52833119,52931681,Auh,protein_coding
chr13,52867554,52867826,0.55,0.41,0.32,chr13,52833119,52931681,Auh,protein_coding
chr13,52966245,52966258,0.9,0.74,0.7,chr13,52962621,52966732,n-R5s54,rRNA
chr13,52966245,52966258,0.9,0.74,0.7,chr13,52965209,52983073,Nfil3,protein_coding
chr13,53231867,53231878,0.31,0.56,0.42,chr13,53107312,53288124,Ror2,protein_coding
chr13,54069888,54069907,0.69,0.66,0.49,chr13,54069845,54110346,Sfxn1,protein_coding
chr13,54101727,54101853,0.7,0.63,0.46,chr13,54069845,54110346,Sfxn1,protein_coding
chr13,54190862,54190896,0.38,0.21,0.17,chr13,54190129,54224432,Hrh2,protein_coding
chr13,54218611,54218810,0.45,0.35,0.22,chr13,54217453,54225023,Gm16578,antisense
chr13,54218611,54218810,0.45,0.35,0.22,chr13,54190129,54224432,Hrh2,protein_coding
chr13,54218948,54219145,0.67,0.49,0.38,chr13,54217453,54225023,Gm16578,antisense
chr13,54218948,54219145,0.67,0.49,0.38,chr13,54190129,54224432,Hrh2,protein_coding
chr13,54719153,54719179,0.45,0.31,0.21,chr13,54699461,54738662,Cdhr2,protein_coding
chr13,54719184,54719262,0.5,0.36,0.26,chr13,54699461,54738662,Cdhr2,protein_coding
chr13,55000896,55000899,0.77,0.67,0.57,chr13,54947411,55008018,Unc5a,protein_coding
chr13,56794247,56794437,0.51,0.35,0.3,chr13,56771113,56897789,Trpc7,protein_coding
chr13,57429352,57429362,0.86,0.74,0.65,chr13,57419195,57910314,Spock1,protein_coding
chr13,57865171,57865316,0.45,0.27,0.21,chr13,57419195,57910314,Spock1,protein_coding
chr13,58378750,58378913,0.62,0.53,0.41,chr13,58378046,58387225,2210016F16Rik,protein_coding
chr13,58864511,58864558,0.74,0.66,0.5,chr13,58804596,59135970,Ntrk2,protein_coding
chr13,59097807,59098010,0.81,0.67,0.58,chr13,58804596,59135970,Ntrk2,protein_coding
chr13,59461177,59461420,0.64,0.49,0.41,chr13,59447537,59587227,Agtpbp1,protein_coding
chr13,59559005,59559100,0.74,0.64,0.45,chr13,59447537,59587227,Agtpbp1,protein_coding
chr13,59605380,59605547,0.83,0.69,0.5,chr13,59583259,59636798,Naa35,protein_coding
chr13,59745516,59745696,0.39,0.28,0.19,chr13,59738842,59748752,1700014D04Rik,protein_coding
chr13,60650013,60650016,0.7,0.53,0.5,chr13,60599947,60765185,Dapk1,protein_coding
chr13,60709553,60709604,0.68,0.52,0.38,chr13,60599947,60765185,Dapk1,protein_coding
chr13,60711818,60711832,0.68,0.54,0.44,chr13,60599947,60765185,Dapk1,protein_coding
chr13,60756952,60757104,0.61,0.41,0.35,chr13,60599947,60765185,Dapk1,protein_coding
chr13,60757529,60757534,0.62,0.48,0.4,chr13,60599947,60765185,Dapk1,protein_coding
chr13,63116994,63117067,0.85,0.79,0.65,chr13,63012934,63328096,2010111I01Rik,protein_coding
chr13,63413867,63413882,0.84,0.65,0.62,chr13,63302709,63499278,Fancc,protein_coding
chr13,64169289,64169338,0.52,0.37,0.24,chr13,64159866,64188536,Habp4,protein_coding
chr13,64169448,64169473,0.67,0.48,0.36,chr13,64159866,64188536,Habp4,protein_coding
chr13,68603216,68603301,0.49,0.41,0.29,chr13,68595439,68616231,1700001L19Rik,protein_coding
chr13,68610617,68610704,0.75,0.64,0.54,chr13,68595439,68616231,1700001L19Rik,protein_coding
chr13,68782204,68782246,0.83,0.64,0.63,chr13,68618043,69001541,Adcy2,protein_coding
chr13,68797649,68797654,0.59,0.49,0.29,chr13,68618043,69001541,Adcy2,protein_coding
chr13,68868894,68868979,0.58,0.45,0.33,chr13,68618043,69001541,Adcy2,protein_coding
chr13,68903661,68903772,0.78,0.65,0.53,chr13,68618043,69001541,Adcy2,protein_coding
chr13,68931276,68931313,0.41,0.48,0.26,chr13,68618043,69001541,Adcy2,protein_coding
chr13,68981161,68981330,0.77,0.61,0.43,chr13,68618043,69001541,Adcy2,protein_coding
chr13,69502214,69502356,0.66,0.52,0.39,chr13,69495959,69535839,Papd7,protein_coding
chr13,69593536,69593704,0.57,0.43,0.3,chr13,69531746,69637780,Nsun2,protein_coding
chr13,69593536,69593704,0.57,0.43,0.3,chr13,69571449,69613442,Srd5a1,protein_coding
chr13,70621548,70621639,0.77,0.66,0.56,chr13,70586689,70639634,Ice1,protein_coding
chr13,76003341,76003508,0.66,0.46,0.29,chr13,75999535,76020712,Rfesd,protein_coding
chr13,77071434,77071456,0.53,0.33,0.29,chr13,77041088,77137473,Ankrd32,protein_coding
chr13,81684405,81684485,0.7,0.5,0.38,chr13,81671843,81713013,Polr3g,protein_coding
chr13,89889214,89889408,0.64,0.52,0.38,chr13,89772027,90091608,Xrcc4,protein_coding
chr13,91076827,91076872,0.54,0.28,0.2,chr13,90933349,91225987,Atg10,protein_coding
chr13,91695034,91695049,0.56,0.36,0.25,chr13,91458283,91705429,Ssbp2,protein_coding
chr13,91744940,91744959,0.24,0.45,0.31,chr13,91742705,91747004,Gm24597,misc_RNA
chr13,91744940,91744959,0.24,0.45,0.31,chr13,91739512,91788148,Acot12,protein_coding
chr13,91758767,91758808,0.7,0.53,0.47,chr13,91739512,91788148,Acot12,protein_coding
chr13,92247034,92247233,0.85,0.77,0.64,chr13,92209872,92357003,Msh3,protein_coding
chr13,92259285,92259378,0.62,0.49,0.38,chr13,92209872,92357003,Msh3,protein_coding
chr13,92423801,92423991,0.44,0.28,0.18,chr13,92413017,92429224,C030017D09Rik,antisense
chr13,92423801,92423991,0.44,0.28,0.18,chr13,92423896,92443658,Ankrd34b,protein_coding
chr13,92615318,92615369,0.38,0.24,0.16,chr13,92609138,92713944,Serinc5,protein_coding
chr13,92656615,92656768,0.72,0.54,0.47,chr13,92609138,92713944,Serinc5,protein_coding
chr13,92676094,92676121,0.85,0.72,0.59,chr13,92609138,92713944,Serinc5,protein_coding
chr13,92693073,92693210,0.7,0.62,0.49,chr13,92609138,92713944,Serinc5,protein_coding
chr13,93465630,93465644,0.22,0.5,0.38,chr13,93428097,93501808,Jmy,protein_coding
chr13,93892128,93892139,0.63,0.45,0.36,chr13,93769679,93945016,Arsb,protein_coding
chr13,94512914,94512930,0.75,0.62,0.55,chr13,94356960,94568316,Ap3b1,protein_coding
chr13,94810429,94810449,0.26,0.43,0.47,chr13,94786943,94844899,Tbca,protein_coding
chr13,95040173,95040219,0.39,0.3,0.16,chr13,95022454,95252336,Pde8b,protein_coding
chr13,95080901,95080942,0.6,0.54,0.39,chr13,95022454,95252336,Pde8b,protein_coding
chr13,95099532,95099654,0.7,0.58,0.45,chr13,95022454,95252336,Pde8b,protein_coding
chr13,95160328,95160803,0.76,0.62,0.49,chr13,95022454,95252336,Pde8b,protein_coding
chr13,95745490,95745609,0.79,0.63,0.47,chr13,95625177,95893922,Iqgap2,protein_coding
chr13,95791048,95791178,0.54,0.44,0.28,chr13,95625177,95893922,Iqgap2,protein_coding
chr13,95839013,95839097,0.51,0.43,0.26,chr13,95625177,95893922,Iqgap2,protein_coding
chr13,95957429,95957463,0.45,0.28,0.21,chr13,95952594,95959171,Gm27031,lincRNA
chr13,95957429,95957463,0.45,0.28,0.21,chr13,95957443,96134577,Sv2c,protein_coding
chr13,96122088,96122248,0.59,0.55,0.37,chr13,95957443,96134577,Sv2c,protein_coding
chr13,97172949,97173041,0.79,0.66,0.58,chr13,97135937,97183195,Gfm2,protein_coding
chr13,97187724,97187740,0.64,0.47,0.35,chr13,97174332,97200357,Hexb,protein_coding
chr13,97492712,97492811,0.52,0.38,0.23,chr13,97432970,97499007,Lincenc1,lincRNA
chr13,97498234,97498241,0.57,0.48,0.35,chr13,97432970,97499007,Lincenc1,lincRNA
chr13,97936171,97936189,0.81,0.67,0.57,chr13,97896595,98208165,Arhgef28,protein_coding
chr13,98008547,98008617,0.51,0.37,0.27,chr13,97896595,98208165,Arhgef28,protein_coding
chr13,98516205,98516221,0.44,0.32,0.18,chr13,98515364,98519938,RP23-369M17.2,TEC
chr13,98635384,98635429,0.58,0.42,0.28,chr13,98632978,98639410,Tmem174,protein_coding
chr13,98810273,98810501,0.57,0.39,0.32,chr13,98721407,98817449,Fcho2,protein_coding
chr13,98856648,98856653,0.71,0.56,0.42,chr13,98837019,98928384,Tnpo1,protein_coding
chr13,99101223,99101235,0.78,0.62,0.56,chr13,99098706,99109580,Gm807,lincRNA
chr13,99351400,99351482,0.56,0.44,0.33,chr13,99342786,99417561,Mrps27,protein_coding
chr13,99423860,99423888,0.52,0.73,0.61,chr13,99419464,99518602,Map1b,protein_coding
chr13,99429574,99429601,0.5,0.39,0.22,chr13,99419464,99518602,Map1b,protein_coding
chr13,99962189,99962264,0.77,0.65,0.53,chr13,99946533,100017639,Mccc2,protein_coding
chr13,100048802,100049005,0.63,0.48,0.39,chr13,100015994,100106070,Bdp1,protein_coding
chr13,100521828,100521871,0.78,0.66,0.52,chr13,100494507,100554718,Ocln,protein_coding
